"","type","street","month","latitude","longitude","ward"
"4050","shoplifting","On or near Shopping Area","2017-09","52.482067","-1.897796","Ladywood"
"4051","shoplifting","On or near Bus/coach Station","2017-09","52.476951","-1.897425","Ladywood"
"4052","shoplifting","On or near Shopping Area","2017-09","52.479366","-1.893782","Ladywood"
"4053","shoplifting","On or near Shopping Area","2017-09","52.482067","-1.897796","Ladywood"
"4054","shoplifting","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4055","shoplifting","On or near Shopping Area","2017-09","52.481371","-1.893689","Ladywood"
"4056","shoplifting","On or near Shopping Area","2017-09","52.479366","-1.893782","Ladywood"
"4057","shoplifting","On or near Worcester Street","2017-09","52.478083","-1.895758","Ladywood"
"4058","shoplifting","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4059","shoplifting","On or near Nightclub","2017-09","52.476614","-1.892331","Nechells"
"4060","shoplifting","On or near Shopping Area","2017-09","52.480169","-1.896092","Ladywood"
"4061","shoplifting","On or near Shopping Area","2017-09","52.477828","-1.892903","Nechells"
"4062","shoplifting","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4063","shoplifting","On or near Digbeth","2017-09","52.475487","-1.888094","Nechells"
"4064","shoplifting","On or near Spring Hill","2017-09","52.485330","-1.921261","Soho"
"4065","shoplifting","On or near Shopping Area","2017-09","52.482067","-1.897796","Ladywood"
"4066","shoplifting","On or near Bus/coach Station","2017-09","52.476951","-1.897425","Ladywood"
"4067","shoplifting","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4068","shoplifting","On or near Hall Street","2017-09","52.488979","-1.907868","Aston"
"4069","shoplifting","On or near Shopping Area","2017-09","52.476815","-1.895378","Ladywood"
"4070","shoplifting","On or near Shopping Area","2017-09","52.480054","-1.898419","Ladywood"
"4071","shoplifting","On or near Shopping Area","2017-09","52.480054","-1.898419","Ladywood"
"4072","shoplifting","On or near Shopping Area","2017-09","52.476815","-1.895378","Ladywood"
"4073","shoplifting","On or near Stephenson Street","2017-09","52.478743","-1.900586","Ladywood"
"4074","shoplifting","On or near Temple Row","2017-09","52.480611","-1.898815","Ladywood"
"4075","shoplifting","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4076","shoplifting","On or near Shopping Area","2017-09","52.482067","-1.897796","Ladywood"
"4077","shoplifting","On or near Supermarket","2017-09","52.482715","-1.898516","Ladywood"
"4078","shoplifting","On or near Bus/coach Station","2017-09","52.476951","-1.897425","Ladywood"
"4079","shoplifting","On or near Conference/exhibition Centre","2017-09","52.479343","-1.898111","Ladywood"
"4080","shoplifting","On or near Shopping Area","2017-09","52.479366","-1.893782","Ladywood"
"4081","shoplifting","On or near Shopping Area","2017-09","52.479224","-1.895697","Ladywood"
"4082","shoplifting","On or near Shopping Area","2017-09","52.480169","-1.896092","Ladywood"
"4083","shoplifting","On or near Shopping Area","2017-09","52.480054","-1.898419","Ladywood"
"4084","shoplifting","On or near Shopping Area","2017-09","52.480054","-1.898419","Ladywood"
"4085","shoplifting","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4086","shoplifting","On or near Shopping Area","2017-09","52.479224","-1.895697","Ladywood"
"4087","shoplifting","On or near Spencer Street","2017-09","52.489000","-1.910784","Ladywood"
"4088","shoplifting","On or near Shopping Area","2017-09","52.476815","-1.895378","Ladywood"
"4089","shoplifting","On or near Shopping Area","2017-09","52.479224","-1.895697","Ladywood"
"4090","shoplifting","On or near Pedestrian Subway","2017-09","52.477928","-1.893624","Ladywood"
"4091","shoplifting","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4092","shoplifting","On or near Charlotte Street","2017-09","52.483154","-1.907571","Ladywood"
"4093","shoplifting","On or near Pedestrian Subway","2017-09","52.478199","-1.894919","Ladywood"
"4094","shoplifting","On or near Parking Area","2017-09","52.482404","-1.892847","Ladywood"
"4095","shoplifting","On or near Shopping Area","2017-09","52.479224","-1.895697","Ladywood"
"4096","shoplifting","On or near Charlotte Street","2017-09","52.483154","-1.907571","Ladywood"
"4097","shoplifting","On or near Stephenson Street","2017-09","52.478743","-1.900586","Ladywood"
"4098","shoplifting","On or near Charlotte Street","2017-09","52.483154","-1.907571","Ladywood"
"4099","shoplifting","On or near Conference/exhibition Centre","2017-09","52.479343","-1.898111","Ladywood"
"4100","shoplifting","On or near Charlotte Street","2017-09","52.483154","-1.907571","Ladywood"
"4101","shoplifting","On or near Bus/coach Station","2017-09","52.476951","-1.897425","Ladywood"
"4102","shoplifting","On or near Shopping Area","2017-09","52.476815","-1.895378","Ladywood"
"4103","shoplifting","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4104","shoplifting","On or near Conference/exhibition Centre","2017-09","52.479343","-1.898111","Ladywood"
"4105","shoplifting","On or near Shopping Area","2017-09","52.476815","-1.895378","Ladywood"
"4106","shoplifting","On or near Shopping Area","2017-09","52.480169","-1.896092","Ladywood"
"4107","shoplifting","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4108","shoplifting","On or near Shopping Area","2017-09","52.479224","-1.895697","Ladywood"
"4109","shoplifting","On or near Bus/coach Station","2017-09","52.476951","-1.897425","Ladywood"
"4110","shoplifting","On or near Bus/coach Station","2017-09","52.476951","-1.897425","Ladywood"
"4111","shoplifting","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4112","shoplifting","On or near Conference/exhibition Centre","2017-09","52.479343","-1.898111","Ladywood"
"4113","shoplifting","On or near Shopping Area","2017-09","52.476815","-1.895378","Ladywood"
"4114","shoplifting","On or near Shopping Area","2017-09","52.480169","-1.896092","Ladywood"
"4115","shoplifting","On or near Pedestrian Subway","2017-09","52.477535","-1.896319","Ladywood"
"4116","shoplifting","On or near Shopping Area","2017-09","52.479224","-1.895697","Ladywood"
"4117","shoplifting","On or near Shopping Area","2017-09","52.479224","-1.895697","Ladywood"
"4118","shoplifting","On or near Shopping Area","2017-09","52.479366","-1.893782","Ladywood"
"4119","shoplifting","On or near Queens Drive","2017-09","52.476997","-1.898485","Ladywood"
"4120","shoplifting","On or near Shopping Area","2017-09","52.480169","-1.896092","Ladywood"
"4121","shoplifting","On or near Shopping Area","2017-09","52.480169","-1.896092","Ladywood"
"4122","shoplifting","On or near Shopping Area","2017-09","52.480169","-1.896092","Ladywood"
"4123","shoplifting","On or near Shopping Area","2017-09","52.479366","-1.893782","Ladywood"
"4124","shoplifting","On or near Spring Hill","2017-09","52.485330","-1.921261","Soho"
"4125","shoplifting","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4126","shoplifting","On or near Queens Drive","2017-09","52.476997","-1.898485","Ladywood"
"4127","shoplifting","On or near Shopping Area","2017-09","52.481371","-1.893689","Ladywood"
"4128","shoplifting","On or near Pedestrian Subway","2017-09","52.478199","-1.894919","Ladywood"
"4129","shoplifting","On or near Shopping Area","2017-09","52.480169","-1.896092","Ladywood"
"4130","shoplifting","On or near Chamberlain Court","2017-09","52.488344","-1.911021","Ladywood"
"4131","shoplifting","On or near Spring Hill","2017-09","52.485330","-1.921261","Soho"
"4132","shoplifting","On or near Park Street","2017-09","52.477585","-1.892079","Nechells"
"4133","shoplifting","On or near Bus/coach Station","2017-09","52.476951","-1.897425","Ladywood"
"4134","shoplifting","On or near Shopping Area","2017-09","52.480169","-1.896092","Ladywood"
"4135","shoplifting","On or near Shopping Area","2017-09","52.476815","-1.895378","Ladywood"
"4136","shoplifting","On or near Park Street","2017-09","52.477585","-1.892079","Nechells"
"4137","shoplifting","On or near Shopping Area","2017-09","52.478130","-1.898659","Ladywood"
"4138","shoplifting","On or near Conference/exhibition Centre","2017-09","52.479343","-1.898111","Ladywood"
"4139","shoplifting","On or near Shopping Area","2017-09","52.476815","-1.895378","Ladywood"
"4140","shoplifting","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4141","shoplifting","On or near Shopping Area","2017-09","52.479366","-1.893782","Ladywood"
"4142","shoplifting","On or near Navigation Street","2017-09","52.477845","-1.902119","Ladywood"
"4143","shoplifting","On or near Conference/exhibition Centre","2017-09","52.479343","-1.898111","Ladywood"
"4144","shoplifting","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4145","shoplifting","On or near Shopping Area","2017-09","52.479366","-1.893782","Ladywood"
"4146","shoplifting","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4147","shoplifting","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4148","shoplifting","On or near Stephenson Street","2017-09","52.478743","-1.900586","Ladywood"
"4149","shoplifting","On or near Pedestrian Subway","2017-09","52.478199","-1.894919","Ladywood"
"4150","shoplifting","On or near Shopping Area","2017-09","52.476815","-1.895378","Ladywood"
"4151","shoplifting","On or near Pedestrian Subway","2017-09","52.478199","-1.894919","Ladywood"
"4152","shoplifting","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4153","shoplifting","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4154","shoplifting","On or near Pedestrian Subway","2017-09","52.478199","-1.894919","Ladywood"
"4155","shoplifting","On or near Charlotte Street","2017-09","52.483154","-1.907571","Ladywood"
"4156","shoplifting","On or near Shopping Area","2017-09","52.476815","-1.895378","Ladywood"
"4157","shoplifting","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4158","shoplifting","On or near Charlotte Street","2017-09","52.483154","-1.907571","Ladywood"
"4159","shoplifting","On or near Conference/exhibition Centre","2017-09","52.479343","-1.898111","Ladywood"
"4160","theft-from-the-person","On or near Lower Trinity Street","2017-09","52.475192","-1.881514","Nechells"
"4161","theft-from-the-person","On or near Nightclub","2017-09","52.476614","-1.892331","Nechells"
"4162","theft-from-the-person","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4163","theft-from-the-person","On or near Nightclub","2017-09","52.475316","-1.898415","Nechells"
"4164","theft-from-the-person","On or near Nightclub","2017-09","52.475316","-1.898415","Nechells"
"4165","theft-from-the-person","On or near Pedestrian Subway","2017-09","52.477928","-1.893624","Ladywood"
"4166","theft-from-the-person","On or near Moseley Street","2017-09","52.471412","-1.886382","Nechells"
"4167","theft-from-the-person","On or near Nightclub","2017-09","52.474394","-1.914670","Ladywood"
"4168","theft-from-the-person","On or near Barford Street","2017-09","52.473403","-1.890234","Nechells"
"4169","theft-from-the-person","On or near Great Hampton Street","2017-09","52.488853","-1.907456","Aston"
"4170","theft-from-the-person","On or near Nightclub","2017-09","52.474394","-1.914670","Ladywood"
"4171","theft-from-the-person","On or near Nightclub","2017-09","52.474394","-1.914670","Ladywood"
"4172","theft-from-the-person","On or near Nightclub","2017-09","52.477214","-1.911043","Ladywood"
"4173","theft-from-the-person","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4174","theft-from-the-person","On or near Broad Street","2017-09","52.476514","-1.912590","Ladywood"
"4175","theft-from-the-person","On or near Nightclub","2017-09","52.475316","-1.898415","Nechells"
"4176","theft-from-the-person","On or near Nightclub","2017-09","52.474394","-1.914670","Ladywood"
"4177","theft-from-the-person","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4178","theft-from-the-person","On or near Pedestrian Subway","2017-09","52.478199","-1.894919","Ladywood"
"4179","theft-from-the-person","On or near Shopping Area","2017-09","52.479366","-1.893782","Ladywood"
"4180","theft-from-the-person","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4181","theft-from-the-person","On or near Nightclub","2017-09","52.475316","-1.898415","Nechells"
"4182","theft-from-the-person","On or near Nightclub","2017-09","52.476614","-1.892331","Nechells"
"4183","theft-from-the-person","On or near Nightclub","2017-09","52.475571","-1.914403","Ladywood"
"4184","theft-from-the-person","On or near Hurst Street","2017-09","52.473615","-1.896181","Nechells"
"4185","theft-from-the-person","On or near Lower Trinity Street","2017-09","52.475192","-1.881514","Nechells"
"4186","theft-from-the-person","On or near Suffolk Place","2017-09","52.476218","-1.901387","Ladywood"
"4187","theft-from-the-person","On or near Nightclub","2017-09","52.477214","-1.911043","Ladywood"
"4188","theft-from-the-person","On or near New Street","2017-09","52.479273","-1.899834","Ladywood"
"4189","theft-from-the-person","On or near Bradford Street","2017-09","52.472759","-1.884258","Nechells"
"4190","theft-from-the-person","On or near Nightclub","2017-09","52.475571","-1.914403","Ladywood"
"4191","theft-from-the-person","On or near Granville Street","2017-09","52.474920","-1.909428","Ladywood"
"4192","theft-from-the-person","On or near Parking Area","2017-09","52.472891","-1.901291","Ladywood"
"4193","theft-from-the-person","On or near Further/higher Educational Building","2017-09","52.488244","-1.889358","Nechells"
"4194","theft-from-the-person","On or near Nightclub","2017-09","52.475316","-1.898415","Nechells"
"4195","theft-from-the-person","On or near Sports/recreation Area","2017-09","52.479206","-1.905503","Ladywood"
"4196","theft-from-the-person","On or near Pedestrian Subway","2017-09","52.486610","-1.891688","Nechells"
"4197","theft-from-the-person","On or near Nightclub","2017-09","52.475153","-1.897223","Nechells"
"4198","theft-from-the-person","On or near Parking Area","2017-09","52.477882","-1.903385","Ladywood"
"4199","theft-from-the-person","On or near Nightclub","2017-09","52.477214","-1.911043","Ladywood"
"4200","theft-from-the-person","On or near Nightclub","2017-09","52.474394","-1.914670","Ladywood"
"4201","theft-from-the-person","On or near St Paul's Square","2017-09","52.484869","-1.905152","Ladywood"
"4202","theft-from-the-person","On or near Andover Street","2017-09","52.480213","-1.885741","Nechells"
"4203","theft-from-the-person","On or near Essex Street","2017-09","52.473410","-1.898169","Nechells"
"4204","theft-from-the-person","On or near Nightclub","2017-09","52.477214","-1.911043","Ladywood"
"4205","theft-from-the-person","On or near Conference/exhibition Centre","2017-09","52.482263","-1.895969","Ladywood"
"4206","theft-from-the-person","On or near Hurst Street","2017-09","52.473615","-1.896181","Nechells"
"4207","theft-from-the-person","On or near New Meeting Street","2017-09","52.480049","-1.893280","Ladywood"
"4208","theft-from-the-person","On or near Beak Street","2017-09","52.476550","-1.901636","Ladywood"
"4209","theft-from-the-person","On or near Curzon Street","2017-09","52.482458","-1.883320","Nechells"
"4210","theft-from-the-person","On or near Pedestrian Subway","2017-09","52.485614","-1.892825","Nechells"
"4211","theft-from-the-person","On or near Digbeth","2017-09","52.475487","-1.888094","Nechells"
"4212","theft-from-the-person","On or near Digbeth","2017-09","52.475487","-1.888094","Nechells"
"4213","theft-from-the-person","On or near New Street","2017-09","52.479273","-1.899834","Ladywood"
"4214","theft-from-the-person","On or near Nightclub","2017-09","52.475571","-1.914403","Ladywood"
"4215","theft-from-the-person","On or near Pedestrian Subway","2017-09","52.474796","-1.900094","Nechells"
"4216","theft-from-the-person","On or near Suffolk Place","2017-09","52.476218","-1.901387","Ladywood"
"4217","theft-from-the-person","On or near Navigation Street","2017-09","52.477845","-1.902119","Ladywood"
"4218","theft-from-the-person","On or near Parking Area","2017-09","52.477951","-1.899263","Ladywood"
"4219","theft-from-the-person","On or near New Street","2017-09","52.479273","-1.899834","Ladywood"
"4220","theft-from-the-person","On or near Hurst Street","2017-09","52.473615","-1.896181","Nechells"
"4221","theft-from-the-person","On or near Pedestrian Subway","2017-09","52.477784","-1.893786","Ladywood"
"4222","theft-from-the-person","On or near Broad Street","2017-09","52.476514","-1.912590","Ladywood"
"4223","theft-from-the-person","On or near Shopping Area","2017-09","52.481417","-1.894661","Ladywood"
"4224","theft-from-the-person","On or near Nightclub","2017-09","52.477214","-1.911043","Ladywood"
"4225","theft-from-the-person","On or near Spring Street","2017-09","52.468245","-1.903333","Ladywood"
"4226","theft-from-the-person","On or near Shopping Area","2017-09","52.481417","-1.894661","Ladywood"
"4227","theft-from-the-person","On or near Nightclub","2017-09","52.474394","-1.914670","Ladywood"
"4228","theft-from-the-person","On or near Broad Street","2017-09","52.476514","-1.912590","Ladywood"
"4229","theft-from-the-person","On or near Nightclub","2017-09","52.475571","-1.914403","Ladywood"
"4230","theft-from-the-person","On or near Nightclub","2017-09","52.474757","-1.896959","Nechells"
"4231","theft-from-the-person","On or near Nightclub","2017-09","52.475571","-1.914403","Ladywood"
"4232","vehicle-crime","On or near Vesey Street","2017-09","52.486595","-1.894221","Aston"
"4233","vehicle-crime","On or near St Chads Queensway","2017-09","52.485008","-1.898849","Aston"
"4234","vehicle-crime","On or near Lower Darwin Street","2017-09","52.470209","-1.888078","Nechells"
"4235","vehicle-crime","On or near Parking Area","2017-09","52.482404","-1.892847","Ladywood"
"4236","vehicle-crime","On or near Snow Hill Queensway","2017-09","52.484918","-1.898864","Ladywood"
"4237","vehicle-crime","On or near Edmund Street","2017-09","52.481917","-1.901242","Ladywood"
"4238","vehicle-crime","On or near St Paul's Square","2017-09","52.484869","-1.905152","Ladywood"
"4239","vehicle-crime","On or near Brunswick Street","2017-09","52.477801","-1.914369","Ladywood"
"4240","vehicle-crime","On or near Parking Area","2017-09","52.488407","-1.912140","Ladywood"
"4241","vehicle-crime","On or near Bridge Street","2017-09","52.477230","-1.907819","Ladywood"
"4242","vehicle-crime","On or near Frederick Street","2017-09","52.485611","-1.911969","Ladywood"
"4243","vehicle-crime","On or near Barr Street","2017-09","52.491822","-1.909747","Aston"
"4244","vehicle-crime","On or near Temple Row West","2017-09","52.480918","-1.899742","Ladywood"
"4245","vehicle-crime","On or near Charlotte Street","2017-09","52.483154","-1.907571","Ladywood"
"4246","vehicle-crime","On or near Park/open Space","2017-09","52.478330","-1.881255","Nechells"
"4247","vehicle-crime","On or near Park/open Space","2017-09","52.478330","-1.881255","Nechells"
"4248","vehicle-crime","On or near St Martin's Street","2017-09","52.473388","-1.915894","Ladywood"
"4249","vehicle-crime","On or near Arthur Place","2017-09","52.483015","-1.914153","Ladywood"
"4250","vehicle-crime","On or near Shopping Area","2017-09","52.481566","-1.911829","Ladywood"
"4251","vehicle-crime","On or near New Street","2017-09","52.479273","-1.899834","Ladywood"
"4252","vehicle-crime","On or near A4400","2017-09","52.483895","-1.901576","Ladywood"
"4253","vehicle-crime","On or near Cregoe Street","2017-09","52.471780","-1.906137","Ladywood"
"4254","vehicle-crime","On or near Granville Street","2017-09","52.474920","-1.909428","Ladywood"
"4255","vehicle-crime","On or near Horse Fair","2017-09","52.474229","-1.899683","Nechells"
"4256","vehicle-crime","On or near Ludgate Hill","2017-09","52.484131","-1.903740","Ladywood"
"4257","vehicle-crime","On or near Holliday Street","2017-09","52.476106","-1.907983","Ladywood"
"4258","vehicle-crime","On or near Lower Essex Street","2017-09","52.471933","-1.895758","Nechells"
"4259","vehicle-crime","On or near St Martin's Street","2017-09","52.473388","-1.915894","Ladywood"
"4260","vehicle-crime","On or near Moseley Street","2017-09","52.472864","-1.890441","Nechells"
"4261","vehicle-crime","On or near Parking Area","2017-09","52.479850","-1.891720","Ladywood"
"4262","vehicle-crime","On or near Livery Street","2017-09","52.485235","-1.902486","Ladywood"
"4263","vehicle-crime","On or near Parade","2017-09","52.481753","-1.909267","Ladywood"
"4264","vehicle-crime","On or near Henstead Street","2017-09","52.471567","-1.898762","Nechells"
"4265","vehicle-crime","On or near Frederick Street","2017-09","52.485611","-1.911969","Ladywood"
"4266","vehicle-crime","On or near Tower Street","2017-09","52.490556","-1.900368","Aston"
"4267","vehicle-crime","On or near Lawford Close","2017-09","52.483290","-1.878856","Nechells"
"4268","vehicle-crime","On or near Broad Street","2017-09","52.476514","-1.912590","Ladywood"
"4269","vehicle-crime","On or near Charlotte Street","2017-09","52.483154","-1.907571","Ladywood"
"4270","vehicle-crime","On or near Spring Hill","2017-09","52.485330","-1.921261","Soho"
"4271","vehicle-crime","On or near Spring Hill","2017-09","52.485330","-1.921261","Soho"
"4272","vehicle-crime","On or near Corporation Street","2017-09","52.483726","-1.892918","Ladywood"
"4273","vehicle-crime","On or near Milk Street","2017-09","52.476132","-1.885707","Nechells"
"4274","vehicle-crime","On or near Parking Area","2017-09","52.484538","-1.907288","Ladywood"
"4275","vehicle-crime","On or near Pedestrian Subway","2017-09","52.475237","-1.900241","Ladywood"
"4276","vehicle-crime","On or near William Street","2017-09","52.473996","-1.912109","Ladywood"
"4277","vehicle-crime","On or near Nightclub","2017-09","52.476614","-1.892331","Nechells"
"4278","vehicle-crime","On or near Ryland Street","2017-09","52.475349","-1.917996","Ladywood"
"4279","vehicle-crime","On or near Vesey Street","2017-09","52.486595","-1.894221","Aston"
"4280","vehicle-crime","On or near Horse Fair","2017-09","52.474229","-1.899683","Nechells"
"4281","vehicle-crime","On or near Alcester Street","2017-09","52.471519","-1.884615","Nechells"
"4282","vehicle-crime","On or near Browning Street","2017-09","52.478182","-1.919507","Ladywood"
"4283","vehicle-crime","On or near Granville Street","2017-09","52.474920","-1.909428","Ladywood"
"4284","vehicle-crime","On or near St Chads Queensway","2017-09","52.485008","-1.898849","Aston"
"4285","vehicle-crime","On or near Hinckley Street","2017-09","52.476386","-1.898457","Ladywood"
"4286","vehicle-crime","On or near Charles Henry Street","2017-09","52.469932","-1.889816","Nechells"
"4287","vehicle-crime","On or near Washington Street","2017-09","52.474126","-1.905823","Ladywood"
"4288","vehicle-crime","On or near Bennett's Hill","2017-09","52.480100","-1.900392","Ladywood"
"4289","vehicle-crime","On or near Parking Area","2017-09","52.474235","-1.895841","Nechells"
"4290","vehicle-crime","On or near Vere Street","2017-09","52.468736","-1.898975","Nechells"
"4291","vehicle-crime","On or near Nightclub","2017-09","52.477214","-1.911043","Ladywood"
"4292","vehicle-crime","On or near Lench Street","2017-09","52.486190","-1.894222","Aston"
"4293","vehicle-crime","On or near Pannel Croft","2017-09","52.495025","-1.901846","Aston"
"4294","vehicle-crime","On or near Moss House Close","2017-09","52.472524","-1.915057","Ladywood"
"4295","vehicle-crime","On or near Nightclub","2017-09","52.475316","-1.898415","Nechells"
"4296","vehicle-crime","On or near Digbeth","2017-09","52.475487","-1.888094","Nechells"
"4297","vehicle-crime","On or near Sandy Way","2017-09","52.474537","-1.913301","Ladywood"
"4298","vehicle-crime","On or near Parking Area","2017-09","52.480565","-1.908136","Ladywood"
"4299","vehicle-crime","On or near Upper William Street","2017-09","52.475523","-1.910428","Ladywood"
"4300","vehicle-crime","On or near Elvetham Road North","2017-09","52.470479","-1.909555","Ladywood"
"4301","vehicle-crime","On or near Parking Area","2017-09","52.475588","-1.881866","Nechells"
"4302","vehicle-crime","On or near Bromley Street","2017-09","52.475921","-1.881777","Nechells"
"4303","vehicle-crime","On or near Barn Street","2017-09","52.478126","-1.884068","Nechells"
"4304","vehicle-crime","On or near Elvetham Road North","2017-09","52.470479","-1.909555","Ladywood"
"4305","vehicle-crime","On or near Trent Street","2017-09","52.477058","-1.886220","Nechells"
"4306","vehicle-crime","On or near St Martin's Street","2017-09","52.473388","-1.915894","Ladywood"
"4307","vehicle-crime","On or near Parking Area","2017-09","52.484538","-1.907288","Ladywood"
"4308","vehicle-crime","On or near Further/higher Educational Building","2017-09","52.475448","-1.885768","Nechells"
"4309","vehicle-crime","On or near Parking Area","2017-09","52.484538","-1.907288","Ladywood"
"4310","vehicle-crime","On or near Horse Fair","2017-09","52.474229","-1.899683","Nechells"
"4311","vehicle-crime","On or near St Martin's Street","2017-09","52.473388","-1.915894","Ladywood"
"4312","vehicle-crime","On or near Rake Way","2017-09","52.474276","-1.913743","Ladywood"
"4313","vehicle-crime","On or near Lower Essex Street","2017-09","52.471933","-1.895758","Nechells"
"4314","vehicle-crime","On or near Shopping Area","2017-09","52.473964","-1.884403","Nechells"
"4315","vehicle-crime","On or near Ludgate Hill","2017-09","52.484131","-1.903740","Ladywood"
"4316","vehicle-crime","On or near Worcester Street","2017-09","52.478083","-1.895758","Ladywood"
"4317","vehicle-crime","On or near St Martin's Street","2017-09","52.473388","-1.915894","Ladywood"
"4318","vehicle-crime","On or near Liverpool Street","2017-09","52.476665","-1.879287","Nechells"
"4319","vehicle-crime","On or near Parking Area","2017-09","52.482404","-1.892847","Ladywood"
"4320","vehicle-crime","On or near Howard Street","2017-09","52.488671","-1.904349","Aston"
"4321","vehicle-crime","On or near Ellen Street","2017-09","52.487505","-1.919534","Soho"
"4322","vehicle-crime","On or near Further/higher Educational Building","2017-09","52.475448","-1.885768","Nechells"
"4323","vehicle-crime","On or near St Martin's Street","2017-09","52.473388","-1.915894","Ladywood"
"4324","vehicle-crime","On or near Nightclub","2017-09","52.474394","-1.914670","Ladywood"
"4325","vehicle-crime","On or near Essington Street","2017-09","52.475932","-1.915507","Ladywood"
"4326","vehicle-crime","On or near Lawford Grove","2017-09","52.467932","-1.894560","Nechells"
"4327","vehicle-crime","On or near Ridley Street","2017-09","52.473857","-1.906265","Ladywood"
"4328","vehicle-crime","On or near Alcester Street","2017-09","52.471519","-1.884615","Nechells"
"4329","vehicle-crime","On or near Wrentham Street","2017-09","52.470901","-1.897159","Nechells"
"4330","vehicle-crime","On or near Parking Area","2017-09","52.474235","-1.895841","Nechells"
"4331","vehicle-crime","On or near New Street","2017-09","52.479273","-1.899834","Ladywood"
"4332","vehicle-crime","On or near New Street","2017-09","52.479273","-1.899834","Ladywood"
"4333","vehicle-crime","On or near Pedestrian Subway","2017-09","52.485072","-1.900145","Aston"
"4334","vehicle-crime","On or near Sports/recreation Area","2017-09","52.485616","-1.905901","Ladywood"
"4335","vehicle-crime","On or near Commercial Street","2017-09","52.475017","-1.905895","Ladywood"
"4336","vehicle-crime","On or near St Martin's Street","2017-09","52.473388","-1.915894","Ladywood"
"4337","vehicle-crime","On or near Nightclub","2017-09","52.475571","-1.914403","Ladywood"
"4338","vehicle-crime","On or near Rea Terrace","2017-09","52.476697","-1.884793","Nechells"
"4339","vehicle-crime","On or near Milk Street","2017-09","52.476132","-1.885707","Nechells"
"4340","vehicle-crime","On or near Bishop Street","2017-09","52.470691","-1.893406","Nechells"
"4341","vehicle-crime","On or near Theatre/concert Hall","2017-09","52.488700","-1.896234","Aston"
"4342","vehicle-crime","On or near Nightclub","2017-09","52.474394","-1.914670","Ladywood"
"4343","vehicle-crime","On or near Ladycroft","2017-09","52.478362","-1.920243","Ladywood"
"4344","vehicle-crime","On or near Pedestrian Subway","2017-09","52.475237","-1.900241","Ladywood"
"4345","vehicle-crime","On or near Nightclub","2017-09","52.474394","-1.914670","Ladywood"
"4346","vehicle-crime","On or near Parking Area","2017-09","52.482404","-1.892847","Ladywood"
"4347","vehicle-crime","On or near Digbeth","2017-09","52.475487","-1.888094","Nechells"
"4348","vehicle-crime","On or near Parking Area","2017-09","52.479850","-1.891720","Ladywood"
"4349","vehicle-crime","On or near Masshouse Lane","2017-09","52.481215","-1.890126","Nechells"
"4350","vehicle-crime","On or near Masshouse Lane","2017-09","52.481215","-1.890126","Nechells"
"4351","vehicle-crime","On or near Park/open Space","2017-09","52.478330","-1.881255","Nechells"
"4352","vehicle-crime","On or near Finstall Close","2017-09","52.487398","-1.878536","Nechells"
"4353","vehicle-crime","On or near Parking Area","2017-09","52.484538","-1.907288","Ladywood"
"4354","vehicle-crime","On or near St Martin's Street","2017-09","52.473388","-1.915894","Ladywood"
"4355","vehicle-crime","On or near Ludgate Hill","2017-09","52.484131","-1.903740","Ladywood"
"4356","vehicle-crime","On or near Petrol Station","2017-09","52.472657","-1.911862","Ladywood"
"4357","vehicle-crime","On or near Brunswick Square","2017-09","52.476812","-1.914460","Ladywood"
"4358","vehicle-crime","On or near Great Barr Street","2017-09","52.478579","-1.878648","Nechells"
"4359","vehicle-crime","On or near New Street","2017-09","52.479273","-1.899834","Ladywood"
"4360","vehicle-crime","On or near Parking Area","2017-09","52.483060","-1.903197","Ladywood"
"4361","vehicle-crime","On or near St Martin's Street","2017-09","52.473388","-1.915894","Ladywood"
"4362","vehicle-crime","On or near Great Tindal Street","2017-09","52.478912","-1.921508","Ladywood"
"4363","vehicle-crime","On or near Tower Street","2017-09","52.490556","-1.900368","Aston"
